PROLIFIC_PID	Task	word_1	word_2	word_3	word_4	word_5	word_6	word_7	word_8	word_9	word_10	word_11	word_12	word_13	word_14	word_15	word_16	word_17	word_18	word_19	word_20
6392 162	CFA	pathogenic	pathogen	microorganism	bacterium	microbe	organism	bacteria	bacterial	fungal	fungus	insect	mite	nematode	aphid	beetle	wasp	caterpillar	larvae	larva	larval
6392 163	CFA	devastate	threaten	destroy	disrupt	decimate	imperil	undermine	endanger	impede	obstruct	jeopardize	hinder	impair	inhibit	curtail	restrict	deprive	rob	cripple	thwart
6392 164	CFA	skid	swerve	collide	veer	career	careen	ram	slam	crash	sideswipe	broadside	fishtail	flip	hydroplane	guardrail	embankment	eastbound	westbound	northbound	southbound
6392 165	CFA	stereotypically	stereotype	stereotypical	archetypal	archetype	idealize	archetypical	quintessential	everyman	workingman	raffish	sybarite	sophisticate	urbane	esthete	effete	patrician	haughty	aristocratic	snobbish
6392 166	CFA	senna	camomile	chamomile	valerian	belladonna	tincture	herb	herbal	medicinal	medicinally	alkaloid	wormwood	tansy	angelica	elderberry	sumac	bayberry	honeysuckle	barberry	aloe
6392 167	CFA	natively	plugin	freeware	shareware	uninstaller	uninstall	uninstalle	reinstall	recompile	osx	linux	slackware	debian	kde	openoffice	mysql	svn	kvm	xterm	exe
6392 168	CFA	rachet	ratchet	crank	rev	revs	gear	throttle	upshifte	gearshift	torque	horsepower	hp	rpm	turbo	supercharger	camshaft	crankcase	piston	crankshaft	cylinder
6392 169	CFA	clove	allspice	cinnamon	thyme	tarragon	dill	basil	coriander	parsley	rosemary	fennel	marjoram	oregano	cilantro	garlic	shallot	leek	chive	chervil	escarole
6392 170	CFA	veil	burka	burkas	scarve	scarf	turban	headdress	garb	attire	dress	outfit	getup	costume	wig	hairdo	hairstyle	hair	tresse	coif	coiffure
6392 171	CFA	homeliest	handsome	prettiest	neat	funn	funniest	nice	crazy	strange	weird	silly	stupid	lame	cool	dumbest	smart	clever	classy	loveliest	sweetest
6392 172	CFA	bloodstaine	bloodstain	bloody	bandage	daze	groggy	woozy	nauseous	nauseate	disorient	dehydrate	dizzy	lightheade	numb	fatigue	tired	tire	wind	bore	irritable
6392 173	CFA	brandish	tote	lug	heft	slung	sling	fling	throw	toss	chuck	hurl	shove	punch	stomp	bash	pound	pummel	whack	whip	thump
6392 174	CFA	monopoly	stranglehold	monopolistic	monopolist	monopolization	monopolize	domination	dominance	dominate	dominant	hegemony	supremacy	preeminence	primacy	superiority	ascendency	ascendancy	ascendant	resurgent	resurgence
6392 175	CFA	courtyard	patio	porch	porche	balcony	terrace	verandah	veranda	lanai	sunroom	fireplace	carport	driveway	entryway	entranceway	walkway	stairway	stairwell	hallway	staircase
6392 176	CFA	resume	halt	recommence	cease	stop	start	begin	commence	initiate	complete	undertake	conduct	conduce	carry	perform	participate	attend	host	organize	sponsor
6392 177	CFA	reallocate	allocate	reallocation	allocation	allot	allotment	disburse	disbursement	remit	debit	deposit	transfer	deduct	accrue	repay	repayment	payment	owe	pay	refund
6392 178	CFA	reinvigorate	rejuvenate	refresh	invigorate	energize	revitalize	reborn	resurrect	revive	resuscitate	revivify	reinvent	remade	reshape	redefine	rethought	reorient	transform	refashion	modernize
6392 179	CFA	provincial	province	region	locality	municipality	town	city	district	school	college	campus	university	institute	varsity	polytechnic	lecturer	headmaster	teacher	student	pupil
6392 180	CFA	dovetail	contrast	juxtapose	juxtaposition	counterpoint	backdrop	amidst	spite	notwithstanding	belie	attest	reflect	underline	demonstrate	reaffirm	confirm	affirm	reinforce	underscore	illustrate
6392 181	CFA	impersonally	artlessly	queerly	attitudinize	sarcasm	crudity	raillery	clownishness	humorlessness	prissiness	archness	pompousness	grandiloquence	facetiousness	wryness	drollness	impassivity	acerbity	offhandedness	cantankerousness
6392 182	CFA	alter	modify	reconfigure	reshape	rework	rewrite	tweak	tinker	overhaul	revamp	redesign	retool	restyle	remodel	renovate	redone	rebuilt	refurbish	refit	repaint
6392 183	CFA	doom	fate	foreordain	foretold	foretell	prophesy	prophesie	prophecy	prophet	sage	seer	diviner	oracle	soothsayer	astrologer	astrological	astrology	horoscope	numerology	palmistry
6392 184	CFA	stratify	stratifie	stratification	heterogeneity	homogeneity	homogenous	homogeneous	heterogeneous	disparate	divergent	diverge	differ	vary	diverse	diversity	multiplicity	myriad	multitude	plethora	variety
6392 185	CFA	queue	wait	await	pende	limbo	unresolve	resolve	solve	remedie	address	rectify	correct	redress	ameliorate	alleviate	assuage	allay	mitigate	lessen	abate
6392 186	CFA	reform	overhaul	overhauls	revamp	retool	rework	restructure	downsize	reorganize	rename	relocate	rethink	abandon	spurn	reject	reconsider	nix	postpone	cancel	halt
6392 187	CFA	masochistic	deprave	sadism	masochism	masochist	sadist	sociopath	narcissist	misanthrope	neurotic	fussbudget	misanthropic	demente	sadistic	psychopathic	derange	psychotic	psycho	psychopath	homicidal
6392 188	CFA	unrepeatable	unforgettable	enchant	delightful	lovely	fabulous	beautiful	marvelous	gorgeous	wonderful	fantastic	magnificent	amazing	awesome	terrific	incredible	unbelievable	phenomenal	great	nice
6392 189	CFA	accession	enlargement	liberalization	liberalize	deregulation	deregulate	privatization	privatize	reform	overhaul	overhauls	revamp	reshape	modernize	modernization	computerization	computerize	decentralization	decentralize	centralization
6392 190	CFA	suffocate	asphyxiation	asphyxia	suffocation	strangulation	strangle	asphyxiate	strangulate	bludgeon	dismember	mutilate	decapitate	behead	murder	abduct	rape	kidnap	assault	stab	knife
6392 191	CFA	castanet	pizzicatos	glissandi	pizzicati	pizzicato	legato	pianissimo	cadenza	adagio	allegro	scherzo	andante	vivace	toccata	sonata	concerto	cadenzas	contrapuntal	fugue	mazurkas
6392 192	CFA	recognizer	phoneme	phonemic	phonic	phonology	phonological	prosody	versification	metrical	idiomatic	scansion	pentameter	idiomatically	diphthong	syllabic	onomatopoeic	onomatopoeia	homophone	conjugation	declension
6392 193	CFA	sediment	sedimentary	stratigraphy	stratigraphic	porphyry	outcrop	siliceous	gneiss	hornblende	overlie	underlain	overlain	muscovite	galena	pyrite	sulfide	pitchblende	unoxidized	alluvium	gravel
6392 194	CFA	transfer	transfered	transport	fly	ferry	truck	airlift	helicoptere	winch	rescue	extricate	uninjured	unharmed	unhurt	escape	survive	perish	kill	die	hospitalize
6392 195	CFA	cobble	cobblestone	boulevard	thoroughfare	throughway	corridor	underpass	expressway	highway	road	roadway	overpass	freeway	parkway	interstate	lane	interchange	roundabout	median	crosswalk
6392 196	CFA	outsmart	outwit	bamboozle	outfox	outflank	steamroll	trounce	thump	outclass	drub	defeat	thrash	outplay	blank	beat	wallop	clobber	pummel	hammer	pound
6392 197	CFA	awoken	awake	wake	waken	awaken	awakening	reawaken	slumber	slumberous	rouse	jolt	shake	rock	rattle	unnerved	startle	stun	bewilder	bemuse	dumbfound
6392 198	CFA	christen	dub	call	nickname	aka	affectionately	fondly	nostalgically	reminisce	wistfully	longingly	excitedly	expectantly	eagerly	anxiously	enviously	covetously	nervously	apprehensively	warily
6392 199	CFA	gnarlier	spongier	crunchi	creamy	fruity	woody	runny	tangy	chewier	starchy	gooey	tarter	fleshier	puffier	fluffier	flaky	silkier	crusty	gamier	greasier
6392 200	CFA	eccentricity	whimsy	surrealism	expressionism	conceptualism	classicism	neoclassicism	modernism	modernist	minimalism	minimalist	postmodern	postmodernism	naturalism	expressionist	impressionism	cubism	cubist	surrealist	symbolist
6392 201	CFA	gallium	germanium	hafnium	silicon	transistor	ferroelectric	substrate	eutectic	anneal	carbide	titania	titanate	zirconate	polymeric	polymer	thermosette	polyester	resin	thermoplastic	epoxy
6392 202	CFA	tobacco	cigarette	smoke	cig	fag	booze	boozer	drunk	drunkard	winos	lush	stoner	hippie	punk	dude	motherfucker	asshole	jerk	moron	cretin
6392 203	CFA	archeology	archeologist	archaeologist	archeological	excavation	archaeological	excavate	potsherd	dolmen	dolman	neolithic	ancient	prehistoric	prehistory	antiquity	papyrus	artefact	artifact	relic	treasure
6392 205	CFA	chowe	munch	nosh	chomp	snack	nibble	devour	devouring	gorge	feast	eat	eaten	snarf	wolf	slurp	scarf	gobble	chew	swallow	gnaw
6392 206	CFA	unsustainable	unaffordable	untenable	unacceptable	inexcusable	indefensible	irresponsible	reprehensible	unconscionable	disgraceful	shameful	disgusting	despicable	contemptible	outrageous	appalling	scandalous	ridiculous	absurd	preposterous
6392 208	CFA	bellringer	carol	hymn	cantata	oratorio	chorale	canticle	requiem	alleluias	postlude	toccata	sinfonia	recitative	fugue	mazurkas	concerti	sonata	concerto	symphony	orchestral
6392 209	CFA	mush	wolf	snarf	twinkie	cheeto	cheerio	barfs	upchuck	barfed	puke	peed	pee	poop	poo	pooh	barf	yuck	yucky	icky	stinky
6392 210	CFA	pleasing	satisfy	pleasurable	enjoyable	exhilarate	enthral	entertain	memorable	unforgettable	thrill	spellbind	mesmerize	dazzle	captivate	rivet	engross	suspenseful	entrance	enchant	beguile
6392 211	CFA	gregory	trevor	armstrong	meyer	becky	adrian	whitney	nigel	jar	lindsey	michele	danielle	nikki	lori	christina	susie	jensen	lauren	megan	corey
6392 212	CFA	maynard	marquez	diaz	tito	tyson	hopkin	mosley	ortiz	sanchez	henderson	anderson	hughes	evans	lewis	williams	wallace	gordon	richard	danny	derek
6392 213	CFA	obit	obituary	article	column	columnist	editor	writer	scribe	reporter	corespondent	journalist	correspondent	correspondant	commentator	pundit	blogger	blog	blogge	freelancer	freelance
6392 214	CFA	screenwriter	screenplay	scriptwriter	script	film	movie	sequel	prequel	trilogy	opus	novella	novelette	novel	novelist	playwright	dramatist	poet	poetry	poem	sonnet
6392 215	CFA	completeness	correctness	veracity	truthfulness	sincerity	trustworthiness	genuineness	validity	rightfulness	authenticity	plausibility	legitimacy	credibility	objectivity	integrity	honesty	impartiality	fairness	competence	judiciousness
6392 216	CFA	proportion	dimension	height	size	girth	physique	muscular	musculature	muscle	pectoral	pec	ab	thigh	hip	leg	ankle	knee	waist	torso	buttock
6392 217	CFA	spacesuit	astronaut	spacecraft	orbit	orbiter	lander	rover	martian	lunar	moon	asteroid	meteoroid	comet	meteor	meteorite	astronomer	astrophysicist	physicist	cosmologist	planet
6392 218	CFA	proponent	critic	cynic	doomsayer	pundit	prognosticator	prognostication	prediction	prognosticate	naysayer	skeptic	detractor	doubter	hater	basher	apologist	propagandist	alarmist	denier	zealot
6392 219	CFA	audio	playback	codec	encode	encoder	decoder	decode	multiplexe	multiplexer	preamplifier	octal	programmable	configurable	optimize	interface	module	configuration	configure	optionally	switchable
6392 220	CFA	knotty	thorny	prickly	contentious	rancorous	fractious	acrimonious	testy	heat	tense	tenser	testier	combative	confrontational	antagonistic	adversarial	chummy	cordial	amicable	congenial
6392 221	CFA	ringlet	circlet	snuffbox	stickpin	hobnail	ormolu	satinwood	parquetry	marquetry	inlay	openwork	acanthus	silver	verdigris	stippled	opalescent	antique	lacquer	lucite	ultrasuede
6392 222	CFA	blanket	pillow	comforter	mattress	bed	bedspread	duvet	sofa	sofas	couch	armchair	settee	daybe	othman	ottoman	chaise	headboard	wicker	upholstered	ultrasuede
6392 224	CFA	aureus	staphylococcus	staphylococci	cocci	bacilli	bacteria	bacterium	microbe	pathogen	microorganism	bacterial	fungal	fungus	insect	aphid	mite	nematode	pest	beetle	wasp
6392 225	CFA	strike	smash	crash	slam	careen	skid	slide	plunge	plummet	soar	fall	jump	tumble	slump	surge	climb	rise	dip	slip	drop
6392 226	CFA	goody	goodie	freebie	freebee	swag	giveaway	prize	raffle	refreshment	snack	beverage	drink	soda	coke	milkshake	smoothie	sandwich	burger	hamburger	nachos
6392 227	CFA	doo	yoo	dee	ee	kah	zah	sah	buh	fah	tah	pah	ahn	lih	roh	ahr	ruh	rah	tay	mah	lah
6392 228	CFA	removal	eviction	demolition	raze	bulldoze	demolish	renovate	refurbish	rehabilitate	redevelop	redevelopment	revitalization	revitalize	rejuvenate	rebuild	regenerate	regeneration	rejuvenation	rebirth	renaissance
6392 229	CFA	conception	notion	stereotype	stereotypical	preconception	prejudice	bias	predisposition	inclination	worldview	presupposition	dogma	ideology	ideological	ideologically	dogmatism	dogmatic	doctrinaire	orthodoxy	liberalism
6392 231	CFA	yell	holler	shout	bellow	scream	shriek	squeal	yelp	howl	hiss	glare	bark	growl	whimper	cry	wail	weep	sob	gasp	groan
6392 232	CFA	parley	wangle	wheedle	finagle	inveigle	hoodwink	grovel	kowtow	despise	detest	loathe	hate	adore	envy	idolize	admire	like	love	relish	enjoy
6392 233	CFA	whey	milk	dairy	butterfat	lactose	gluten	casein	protein	enzyme	molecule	peptide	antibodie	antigen	antibody	receptor	gene	mutation	phenotype	polymorphism	loci
6392 234	CFA	accouterment	trapping	glitz	glitter	sparkle	pizzazz	ze	pizazz	panache	elegance	classiness	sexiness	glamor	glam	ble	chic	stylish	sleek	elegant	snazzy
6392 235	CFA	agglomeration	metropolis	megalopoli	megalopolis	city	town	hamlet	burg	enclave	ghetto	neighborhood	community	area	region	locality	district	municipality	township	county	parish
6392 236	CFA	actualize	attune	efface	vitalize	vivify	immanence	formlessness	sublimity	effulgence	infinitude	illumine	effulgent	refulgent	transfigure	unnamable	endlessness	joyousness	euphony	melodiousness	pensiveness
6392 237	CFA	annihilate	obliterate	smother	burie	crush	overwhelm	overpower	pummel	wallop	topple	clobber	trounce	beat	stun	thrash	outlast	upend	steamroll	rout	drub
6392 238	CFA	stutter	stammer	stammerer	stutterer	dyslexia	dyslexic	autistic	autism	epilepsy	schizophrenia	psychosis	depression	depressive	psychotic	schizophrenic	bipolar	psychiatric	psychiatrist	psychologist	therapist
6392 239	CFA	intercede	pray	prayer	worship	devotional	scripture	scriptural	biblical	godly	holiness	fulness	blessedness	beatitude	canticle	psalmist	psalm	doxology	alleluia	alleluias	paschal
6392 240	CFA	joyride	ride	excursion	trek	journey	trip	jaunt	sojourn	visit	travel	peregrination	wandering	odyssey	adventure	escapade	misadventure	travail	tribulation	ordeal	predicament
6392 241	CFA	primordial	cosmic	cosmological	cosmos	galaxy	planet	comet	asteroid	meteoroid	magnetosphere	jovian	quasar	supernovae	supernova	supernovas	pulsar	novae	nebulae	nebula	nebular
6392 242	CFA	backhoe	bulldozer	excavator	earthmover	loader	tractor	truck	forklift	crane	scaffold	girder	truss	crossbeam	piling	pier	pontoon	davit	winch	windlass	capstan
6392 243	CFA	deflect	shrug	dismisse	rebut	scoff	refute	debunk	dispel	disprove	rubbish	reject	quashe	downplay	deny	decrie	criticize	lambast	slams	assail	defend
6392 244	CFA	ruminant	cattle	sheep	lamb	calf	cow	heifer	ewes	ewe	tup	charolais	shorthorn	holstein	hereford	angus	merino	herd	livestock	goat	pig
6392 245	CFA	illinois	indiana	missouri	georgia	arkansa	oklahoma	utah	nebraska	alabama	florida	minnesota	tennessee	michigan	wisconsin	iowa	ohio	colorado	oregon	penn	wv
6392 247	CFA	tantalize	excite	captivate	enthrall	inspire	fascinate	amaze	astound	mesmerize	dazzle	impress	wow	electrifie	enthral	awe	startle	enchant	endear	enrapture	amuse
6392 248	CFA	freebee	freebie	goody	goodie	swag	giveaway	raffle	prize	refreshment	snack	beverage	drink	soda	beer	libation	cocktail	martini	manhattan	gimlet	toddy
6392 249	CFA	katy	megan	becky	adrian	whitney	danielle	lindsey	kristin	nigel	christine	jensen	meyer	nikki	joel	corey	rebecca	lauren	michele	jar	cynthia
6392 250	CFA	recollect	recount	narrate	narration	narrative	retell	storytelle	novelistic	poetic	prose	lyricism	melodic	melody	lyrical	lyric	lyrically	melodically	harmony	instrumental	vocal
6392 252	CFA	unblock	bridge	resolve	rectify	correct	remedy	address	solve	tackle	confront	combat	curb	eradicate	rid	reduce	minimize	eliminate	avoid	alleviate	relieve
6392 253	CFA	eye	cheek	lip	ear	mouth	nostril	nose	forehead	chest	abdomen	buttock	thigh	leg	ankle	neck	wrist	forearm	torso	hip	pelvis
6392 254	CFA	smooth	straighten	iron	kink	glitch	hiccup	hitch	snag	snafu	mishap	misstep	flub	gaffe	embarrassment	blunder	bungle	lapse	mistake	error	miscue
6392 255	CFA	transistor	silicon	semiconductor	optoelectronic	photonic	microelectronic	nanotechnology	microsystem	biomedical	biotechnology	biotech	biotechnical	bioscience	biomedicine	science	bioengineere	biochemistry	biology	microbiology	immunology
6392 256	CFA	cancer	tumor	malignancy	metastasis	carcinomas	carcinoma	sarcoma	melanoma	melanomas	lymphomas	lymphoma	leukemia	retinoblastoma	disease	lupus	psoriasis	endometriosis	epilepsy	diabetes	hypertension
6392 257	CFA	proselyte	polytheist	polytheistic	monotheistic	monotheism	monotheist	polytheism	sunna	dunya	salah	karam	bani	jana	pir	alam	aar	roz	jaan	kahan	kab
6392 258	CFA	psoriasis	lupus	epilepsy	schizophrenia	psychosis	depression	depressive	psychotic	schizophrenic	bipolar	psychose	suicidality	antidepressant	insomnia	migraine	fibromyalgia	arthritis	osteoarthritis	gout	hypertension
6392 259	CFA	structure	structural	structurally	functionally	conceptually	thematically	stylistically	lyrically	melodically	melodic	melody	harmony	instrumental	vocal	bluesy	soulful	lyrical	lyricism	harmonically	tuneful
6392 260	CFA	swish	dribble	loft	deflect	lob	flick	volley	cannon	palm	fizz	miscue	parry	crossbar	header	deflection	inrushe	onrushe	ghost	slot	slotting
6392 261	CFA	hospitalize	afflict	infect	infest	pervade	permeate	suffuse	evoke	infuse	imbue	exude	ooze	radiate	convey	belie	accentuate	encapsulate	capture	embodie	exemplify
6392 262	CFA	ecosystem	biosphere	ecological	biodiversity	ecology	habitat	fauna	specie	amphibian	salamander	frog	toad	lizard	reptile	mammal	invertebrate	insect	insectivore	creature	critter
6392 263	CFA	prestigious	covet	prize	lucrative	valuable	precious	irreplaceable	priceless	cherish	belove	revere	venerate	treasure	sacred	hallow	fable	famous	legendary	story	venerable
6392 264	CFA	straggly	shaggy	scraggly	spindly	scrawny	chubby	wiry	gangly	pudgy	lanky	stocky	burly	bald	bearded	mustachioe	portly	rotund	bespectacle	boyish	dapper
6392 265	CFA	shiftily	sulkily	crossly	irritably	peevishly	grumpily	morosely	dolefully	reproachfully	imploringly	pleadingly	questioningly	quizzically	accusingly	incredulously	blankly	inquisitively	vacantly	fixedly	balefully
